codigo_indicador,codigo_pais,codigo_area,tipo_incidencia,descripcion,accion_propuesta
POB_URB,BGR,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,HRV,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CYP,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CZE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,DNK,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,EST,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,FRO,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,FIN,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ALA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,FRA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,DEU,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GIB,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GRC,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,VAT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,HUN,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ISL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,IRL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ITA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LVA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LIE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LTU,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LUX,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MLT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MCO,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MDA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MNE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NLD,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,NOR,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,POL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PRT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ROU,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SMR,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SRB,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SVK,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SVN,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ESP,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SJM,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SWE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CHE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,UKR,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,MKD,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GBR,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,GGY,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,JEY,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,IMN,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,XKX,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BHR,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,PSE,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,IRN,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,IRQ,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ISR,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,JOR,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,KWT,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,LBN,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,OMN,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,QAT,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SAU,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SYR,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ARE,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,TUR,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,YEM,MDE,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,ATG,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BHS,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BRB,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BMU,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,BLZ,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,VGB,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CAN,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CYM,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CRI,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,CUB,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,DMA,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,DOM,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
POB_URB,SLV,NAC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporar una fuente nacional comparable antes de calcular
