codigo_indicador,codigo_pais,codigo_area,tipo_incidencia,descripcion,accion_aplicada,estado
POB_URB,NRU,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,NCL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,VUT,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,NZL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,NIU,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Se mantiene ausente; la cobertura poblacional del área alcanza el 95 %.,ACEPTADA CON OBSERVACIÓN
POB_URB,NFK,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Se mantiene ausente; la cobertura poblacional del área alcanza el 95 %.,ACEPTADA CON OBSERVACIÓN
POB_URB,MNP,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,FSM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,MHL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,PLW,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,PNG,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,PHL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,PCN,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Se mantiene ausente; la cobertura poblacional del área alcanza el 95 %.,ACEPTADA CON OBSERVACIÓN
POB_URB,TLS,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,SGP,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,VNM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,THA,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,TKL,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Se mantiene ausente; la cobertura poblacional del área alcanza el 95 %.,ACEPTADA CON OBSERVACIÓN
POB_URB,TON,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,TUV,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,WLF,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Se mantiene ausente; la cobertura poblacional del área alcanza el 95 %.,ACEPTADA CON OBSERVACIÓN
POB_URB,WSM,APC,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,CHN,CHN,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,HKG,CHN,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,MAC,CHN,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,ALB,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,AND,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,AUT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,BEL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,BIH,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,BGR,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,HRV,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,CYP,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,CZE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,DNK,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,EST,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,FRO,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,FIN,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,ALA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Se mantiene ausente; la cobertura poblacional del área alcanza el 95 %.,ACEPTADA CON OBSERVACIÓN
POB_URB,FRA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,DEU,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,GIB,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,GRC,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,VAT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Se mantiene ausente; la cobertura poblacional del área alcanza el 95 %.,ACEPTADA CON OBSERVACIÓN
POB_URB,HUN,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,ISL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,IRL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,ITA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,LVA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,LIE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,LTU,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,LUX,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,MLT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,MCO,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,MDA,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,MNE,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,NLD,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,NOR,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,POL,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,PRT,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
POB_URB,ROU,EUR,DATO_NO_INCORPORADO,No existe serie nacional de poblacion urbana incorporada,Incorporado WB_WDI_SP.URB.TOTL.IN.ZS 2023.,RESUELTA
